"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"York County, ME"	"23031"	"Feb., 1999"	"1999/02"	170	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Mar., 1999"	"1999/03"	172	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Apr., 1999"	"1999/04"	133	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"May, 1999"	"1999/05"	122	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Jun., 1999"	"1999/06"	125	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Jul., 1999"	"1999/07"	119	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Aug., 1999"	"1999/08"	121	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Sep., 1999"	"1999/09"	124	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Oct., 1999"	"1999/10"	139	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Nov., 1999"	"1999/11"	126	Not Applicable	Not Applicable
	"York County, ME"	"23031"	"Dec., 1999"	"1999/12"	131	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jan., 1999"	"1999/01"	247	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Feb., 1999"	"1999/02"	255	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Mar., 1999"	"1999/03"	251	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Apr., 1999"	"1999/04"	195	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"May, 1999"	"1999/05"	202	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jun., 1999"	"1999/06"	242	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Jul., 1999"	"1999/07"	217	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Aug., 1999"	"1999/08"	202	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Sep., 1999"	"1999/09"	189	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Oct., 1999"	"1999/10"	221	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Nov., 1999"	"1999/11"	220	Not Applicable	Not Applicable
	"Barnstable County, MA"	"25001"	"Dec., 1999"	"1999/12"	240	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Jan., 1999"	"1999/01"	151	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Feb., 1999"	"1999/02"	168	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Mar., 1999"	"1999/03"	136	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Apr., 1999"	"1999/04"	145	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"May, 1999"	"1999/05"	146	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Jun., 1999"	"1999/06"	129	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Jul., 1999"	"1999/07"	121	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Aug., 1999"	"1999/08"	103	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Sep., 1999"	"1999/09"	114	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Oct., 1999"	"1999/10"	131	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Nov., 1999"	"1999/11"	162	Not Applicable	Not Applicable
	"Berkshire County, MA"	"25003"	"Dec., 1999"	"1999/12"	130	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Jan., 1999"	"1999/01"	534	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Feb., 1999"	"1999/02"	495	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Mar., 1999"	"1999/03"	454	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Apr., 1999"	"1999/04"	357	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"May, 1999"	"1999/05"	373	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Jun., 1999"	"1999/06"	389	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Jul., 1999"	"1999/07"	421	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Aug., 1999"	"1999/08"	346	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Sep., 1999"	"1999/09"	381	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Oct., 1999"	"1999/10"	383	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Nov., 1999"	"1999/11"	385	Not Applicable	Not Applicable
	"Bristol County, MA"	"25005"	"Dec., 1999"	"1999/12"	431	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Jan., 1999"	"1999/01"	11	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Feb., 1999"	"1999/02"	10	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Mar., 1999"	"1999/03"	13	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Apr., 1999"	"1999/04"	11	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"May, 1999"	"1999/05"	16	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Jul., 1999"	"1999/07"	12	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Oct., 1999"	"1999/10"	11	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Nov., 1999"	"1999/11"	13	Not Applicable	Not Applicable
	"Dukes County, MA"	"25007"	"Dec., 1999"	"1999/12"	10	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Jan., 1999"	"1999/01"	655	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Feb., 1999"	"1999/02"	570	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Mar., 1999"	"1999/03"	578	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Apr., 1999"	"1999/04"	525	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"May, 1999"	"1999/05"	495	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Jun., 1999"	"1999/06"	458	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Jul., 1999"	"1999/07"	478	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Aug., 1999"	"1999/08"	512	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Sep., 1999"	"1999/09"	522	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Oct., 1999"	"1999/10"	570	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Nov., 1999"	"1999/11"	534	Not Applicable	Not Applicable
	"Essex County, MA"	"25009"	"Dec., 1999"	"1999/12"	543	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Jan., 1999"	"1999/01"	63	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Feb., 1999"	"1999/02"	55	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Mar., 1999"	"1999/03"	65	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Apr., 1999"	"1999/04"	62	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"May, 1999"	"1999/05"	38	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Jun., 1999"	"1999/06"	58	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Jul., 1999"	"1999/07"	54	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Aug., 1999"	"1999/08"	54	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Sep., 1999"	"1999/09"	45	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Oct., 1999"	"1999/10"	67	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Nov., 1999"	"1999/11"	53	Not Applicable	Not Applicable
	"Franklin County, MA"	"25011"	"Dec., 1999"	"1999/12"	67	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Jan., 1999"	"1999/01"	493	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Feb., 1999"	"1999/02"	419	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Mar., 1999"	"1999/03"	409	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Apr., 1999"	"1999/04"	379	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"May, 1999"	"1999/05"	382	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Jun., 1999"	"1999/06"	371	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Jul., 1999"	"1999/07"	393	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Aug., 1999"	"1999/08"	362	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Sep., 1999"	"1999/09"	339	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Oct., 1999"	"1999/10"	427	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Nov., 1999"	"1999/11"	364	Not Applicable	Not Applicable
	"Hampden County, MA"	"25013"	"Dec., 1999"	"1999/12"	416	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Jan., 1999"	"1999/01"	122	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Feb., 1999"	"1999/02"	107	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Mar., 1999"	"1999/03"	134	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Apr., 1999"	"1999/04"	98	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"May, 1999"	"1999/05"	91	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Jun., 1999"	"1999/06"	87	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Jul., 1999"	"1999/07"	89	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Aug., 1999"	"1999/08"	85	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Sep., 1999"	"1999/09"	77	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Oct., 1999"	"1999/10"	95	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Nov., 1999"	"1999/11"	95	Not Applicable	Not Applicable
	"Hampshire County, MA"	"25015"	"Dec., 1999"	"1999/12"	114	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Jan., 1999"	"1999/01"	1119	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Feb., 1999"	"1999/02"	1111	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Mar., 1999"	"1999/03"	1108	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Apr., 1999"	"1999/04"	891	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"May, 1999"	"1999/05"	884	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Jun., 1999"	"1999/06"	891	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Jul., 1999"	"1999/07"	872	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Aug., 1999"	"1999/08"	905	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Sep., 1999"	"1999/09"	811	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Oct., 1999"	"1999/10"	944	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Nov., 1999"	"1999/11"	970	Not Applicable	Not Applicable
	"Middlesex County, MA"	"25017"	"Dec., 1999"	"1999/12"	992	Not Applicable	Not Applicable
	"Nantucket County, MA"	"25019"	"Oct., 1999"	"1999/10"	10	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Jan., 1999"	"1999/01"	516	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Feb., 1999"	"1999/02"	553	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Mar., 1999"	"1999/03"	543	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Apr., 1999"	"1999/04"	473	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"May, 1999"	"1999/05"	433	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Jun., 1999"	"1999/06"	434	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Jul., 1999"	"1999/07"	489	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Aug., 1999"	"1999/08"	397	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Sep., 1999"	"1999/09"	441	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Oct., 1999"	"1999/10"	489	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Nov., 1999"	"1999/11"	443	Not Applicable	Not Applicable
	"Norfolk County, MA"	"25021"	"Dec., 1999"	"1999/12"	526	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Jan., 1999"	"1999/01"	364	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Feb., 1999"	"1999/02"	358	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Mar., 1999"	"1999/03"	371	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Apr., 1999"	"1999/04"	326	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"May, 1999"	"1999/05"	302	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Jun., 1999"	"1999/06"	273	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Jul., 1999"	"1999/07"	316	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Aug., 1999"	"1999/08"	272	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Sep., 1999"	"1999/09"	252	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Oct., 1999"	"1999/10"	315	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Nov., 1999"	"1999/11"	333	Not Applicable	Not Applicable
	"Plymouth County, MA"	"25023"	"Dec., 1999"	"1999/12"	346	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Jan., 1999"	"1999/01"	510	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Feb., 1999"	"1999/02"	532	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Mar., 1999"	"1999/03"	512	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Apr., 1999"	"1999/04"	461	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"May, 1999"	"1999/05"	447	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Jun., 1999"	"1999/06"	426	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Jul., 1999"	"1999/07"	449	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Aug., 1999"	"1999/08"	408	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Sep., 1999"	"1999/09"	428	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Oct., 1999"	"1999/10"	458	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Nov., 1999"	"1999/11"	421	Not Applicable	Not Applicable
	"Suffolk County, MA"	"25025"	"Dec., 1999"	"1999/12"	494	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Jan., 1999"	"1999/01"	642	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Feb., 1999"	"1999/02"	623	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Mar., 1999"	"1999/03"	661	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Apr., 1999"	"1999/04"	492	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"May, 1999"	"1999/05"	554	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Jun., 1999"	"1999/06"	493	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Jul., 1999"	"1999/07"	536	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Aug., 1999"	"1999/08"	495	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Sep., 1999"	"1999/09"	485	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Oct., 1999"	"1999/10"	548	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Nov., 1999"	"1999/11"	536	Not Applicable	Not Applicable
	"Worcester County, MA"	"25027"	"Dec., 1999"	"1999/12"	624	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Jan., 1999"	"1999/01"	50	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Feb., 1999"	"1999/02"	53	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Mar., 1999"	"1999/03"	48	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Apr., 1999"	"1999/04"	42	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"May, 1999"	"1999/05"	46	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Jun., 1999"	"1999/06"	50	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Jul., 1999"	"1999/07"	42	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Aug., 1999"	"1999/08"	39	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Sep., 1999"	"1999/09"	41	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Oct., 1999"	"1999/10"	50	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Nov., 1999"	"1999/11"	31	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"Dec., 1999"	"1999/12"	55	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Jan., 1999"	"1999/01"	31	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Feb., 1999"	"1999/02"	42	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Mar., 1999"	"1999/03"	41	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Apr., 1999"	"1999/04"	36	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"May, 1999"	"1999/05"	27	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Jun., 1999"	"1999/06"	33	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Jul., 1999"	"1999/07"	43	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Aug., 1999"	"1999/08"	33	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Sep., 1999"	"1999/09"	31	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Oct., 1999"	"1999/10"	27	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Nov., 1999"	"1999/11"	37	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"Dec., 1999"	"1999/12"	36	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Jan., 1999"	"1999/01"	63	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Feb., 1999"	"1999/02"	71	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Mar., 1999"	"1999/03"	67	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Apr., 1999"	"1999/04"	49	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"May, 1999"	"1999/05"	53	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Jun., 1999"	"1999/06"	41	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Jul., 1999"	"1999/07"	41	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Aug., 1999"	"1999/08"	48	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Sep., 1999"	"1999/09"	51	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Oct., 1999"	"1999/10"	58	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Nov., 1999"	"1999/11"	58	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	"Dec., 1999"	"1999/12"	58	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Jan., 1999"	"1999/01"	41	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Feb., 1999"	"1999/02"	29	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Mar., 1999"	"1999/03"	42	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Apr., 1999"	"1999/04"	43	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"May, 1999"	"1999/05"	45	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Jun., 1999"	"1999/06"	33	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Jul., 1999"	"1999/07"	39	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Aug., 1999"	"1999/08"	38	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Sep., 1999"	"1999/09"	30	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Oct., 1999"	"1999/10"	37	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Nov., 1999"	"1999/11"	28	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	"Dec., 1999"	"1999/12"	36	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jan., 1999"	"1999/01"	68	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Feb., 1999"	"1999/02"	60	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Mar., 1999"	"1999/03"	61	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Apr., 1999"	"1999/04"	55	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"May, 1999"	"1999/05"	40	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jun., 1999"	"1999/06"	42	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Jul., 1999"	"1999/07"	62	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Aug., 1999"	"1999/08"	45	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Sep., 1999"	"1999/09"	55	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Oct., 1999"	"1999/10"	54	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Nov., 1999"	"1999/11"	57	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	"Dec., 1999"	"1999/12"	50	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jan., 1999"	"1999/01"	269	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Feb., 1999"	"1999/02"	252	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Mar., 1999"	"1999/03"	254	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Apr., 1999"	"1999/04"	212	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"May, 1999"	"1999/05"	215	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jun., 1999"	"1999/06"	174	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	"Jul., 1999"	"1999/07"	195	Not Applicable	Not Applicable
